delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5580	22	34	807
5576	15	47	799
5584	17	48	811
5400	20	42	788
5404	27	38	793
5584	18	45	788
5576	31	57	803
5580	18	45	791
5576	12	35	796
5404	15	49	784
5408	32	48	794
5576	22	37	796
5584	15	30	794
5576	27	48	787
5404	8	49	803
5356	17	45	773
5576	21	38	803
5576	24	37	789
5580	8	48	788
5528	6	52	794
5528	12	44	805
5404	24	36	794
5400	24	50	796
5412	15	40	781
5576	14	44	787
5576	19	37	797
5584	19	47	780
5576	23	33	815
5408	19	39	789
5404	12	47	783
5576	15	40	791
5580	24	54	791
5576	19	34	808
5408	16	35	789
5404	27	45	803
5576	9	53	789
5532	17	53	789
5576	25	51	796
5584	23	42	815
5576	22	38	803
5576	15	46	787
5580	20	47	811
5576	16	36	793
5584	19	46	780
5576	33	45	800
5408	20	40	806
5404	19	42	782
5576	10	46	790
5580	19	43	794
5576	24	42	802
5404	16	38	809
5408	14	38	799
5576	14	44	822
5584	18	42	807
5576	16	39	794
5404	23	34	804
5408	11	40	802
5572	15	41	808
5576	15	37	811
5580	13	26	779
5576	28	37	805
5584	26	44	808
5400	8	50	791
5352	15	40	813
5584	22	43	798
5576	25	46	801
5584	25	31	808
5576	28	38	794
5580	19	50	808
5576	14	47	797
5580	22	43	794
5580	18	49	805
5576	19	44	806
5580	20	43	811
5400	21	51	798
5404	21	42	799
5584	27	49	803
5576	19	41	781
5580	15	39	795
5580	11	52	811
5400	11	44	801
5408	21	58	790
5576	32	37	794
5584	21	36	793
5580	16	40	804
5400	11	35	786
5408	22	45	791
5576	11	54	792
5584	21	42	792
5576	23	42	813
5404	22	37	784
5408	18	52	795
5576	25	37	795
5580	21	27	795
5580	17	47	815
5404	13	43	785
5404	14	47	800
5580	18	41	800
5576	21	41	796
5580	19	41	822
5404	26	38	791
5404	17	45	799
5580	18	46	786
5576	16	42	782
5584	14	35	805
5404	18	37	799
5404	22	43	786
5580	12	36	801
5576	10	49	784
5584	24	39	791
5404	23	40	787
5400	21	35	787
5584	15	37	816
5576	13	47	792
5576	21	39	800
5408	19	48	797
5404	20	31	786
5576	11	44	798
5580	19	36	811
5576	21	39	785
5408	21	32	805
5404	24	37	792
5576	20	35	801
5584	8	51	786
5524	10	51	809
5580	25	47	795
5580	21	43	779
5580	14	42	807
5576	23	32	794
5580	15	46	795
5580	15	39	789
5580	24	36	790
5408	15	41	794
5404	19	41	804
5572	25	43	808
5584	13	39	808
5572	24	45	806
5408	18	39	800
5404	29	36	787
5572	18	50	807
5584	8	52	796
5524	22	47	794
5584	14	44	802
5576	13	47	811
5576	25	38	793
5580	4	44	789
5528	24	39	810
5580	30	41	816
5576	21	49	792
5584	26	38	806
5576	15	52	797
5580	24	37	799
5580	15	46	794
5576	18	41	781
5584	29	40	808
5576	16	41	789
5580	10	48	809
5576	16	42	811
5404	24	45	796
5408	29	48	789
5576	21	43	800
5584	22	38	791
5576	27	41	791
5404	17	46	810
5408	22	33	777
5576	22	45	813
5580	17	42	791
5576	27	35	791
5404	20	51	797
5412	19	35	811
5576	20	42	805
5576	21	43	802
5580	13	35	805
5576	18	43	795
5408	17	45	804
5404	20	40	788
5576	15	30	799
5584	16	46	797
5576	13	45	795
5580	17	40	821
5404	28	39	791
5404	19	44	809
5580	1	50	792
5524	24	38	801
5584	17	40	797
5576	18	47	795
5576	16	40	792
5584	24	49	795
5576	20	50	795
5580	-1745	-145	1513
5488	-426	-687	441
5552	1108	-1947	-831
5656	750	-1783	-101
5604	-370	-880	617
5548	-17	233	1268
5536	-586	1813	527
5596	318	366	1194
5572	-37	-622	481
5496	-186	-172	811
5544	144	337	751
5344	144	291	995
5520	32	-256	822
5644	-50	-377	729
5500	-29	301	766
5652	20	580	795
5464	38	83	847
5408	48	-438	800
5472	27	-295	837
5656	12	292	796
5460	-6	390	774
5596	-15	-11	798
5616	35	-205	807
5472	61	55	846
5404	45	264	814
5468	-15	44	781
5592	-35	-200	746
5672	23	-5	786
5536	80	296	861
5468	60	210	818
5288	0	-133	784
5592	-19	-174	761
5672	7	97	795
5528	50	241	833
5460	47	40	823
5408	11	-103	792
5472	2	37	763
5528	3	202	787
5416	23	80	818
5576	39	-135	806
5480	33	-84	815
5588	17	190	803
5640	6	236	791
5412	10	2	765
5348	201	534	-139
5528	-2197	951	429
5596	2283	456	492
5572	729	588	-2278
5592	-163	-1139	1107
5656	-59	-103	526
5500	424	519	814
5512	300	286	1048
5580	-64	-11	757
5608	-254	4	507
5592	-104	109	795
5540	182	162	878
5512	190	-265	931
5364	42	-325	829
5472	-79	238	664
5308	-70	616	763
5660	13	242	744
5464	70	-297	852
5644	114	-453	877
5536	50	96	842
5576	-37	393	753
5660	-77	192	701
5480	3	-99	777
5544	125	-41	876
5644	110	104	877
5516	5	43	810
5528	-75	-101	724
5320	-20	22	755
5600	61	225	837
5636	103	190	876
5512	45	-58	828
5600	-14	-163	728
5488	-30	46	770
5600	13	189	799
5636	64	96	835
5584	55	-51	826
5416	22	19	810
5400	-7	153	761
5604	-25	97	788
5420	28	-76	790
5240	-691	948	290
5360	778	2032	-1158
5648	711	91	660
5456	2574	820	-2034
5648	-298	-1754	1139
5484	-626	-736	770
5548	-1323	120	107
5248	644	519	1329
5396	139	-293	584
5528	-185	-375	835
5552	-110	245	677
5532	39	583	838
5644	108	-99	884
5472	62	-598	816
5300	2	-59	791
5540	-7	657	732
5420	-15	483	775
5480	-5	-237	785
5612	65	-514	796
5472	98	11	876
5404	43	456	792
5468	-51	225	768
5656	-51	-176	715
5496	36	-72	789
5592	111	229	875
5516	70	143	841
5296	-22	-185	788
5664	-51	-153	738
5492	0	233	770
5588	75	344	827
5640	70	-5	827
5540	11	-234	773
5472	-15	-32	784
5260	-3	256	796
5252	23	185	807
5296	42	-90	810
5588	39	-111	819
5656	13	133	791
5460	-1179	1048	446
5644	-3	833	346
5608	1060	-1600	214
5464	-144	1494	62
5540	1392	-411	786
5412	631	-248	1005
5584	75	2164	813
5524	188	316	1037
5572	-44	-628	710
5496	-113	-88	695
5664	85	393	882
5464	102	446	891
5348	3	-354	809
5592	-24	-544	730
5492	7	143	765
5588	41	681	833
5640	23	288	793
5468	8	-363	767
5248	28	-383	792
5296	53	162	810
5644	33	407	836
5460	-7	81	769
5364	-12	-205	762
5496	29	16	802
5576	68	304	845
5636	28	114	829
5468	-14	-260	778
5320	3	-148	757
5596	34	248	819
5640	64	348	832
5464	16	8	800
5696	2	-234	773
5420	5	-15	792
5364	38	237	803
5468	39	130	807
5284	16	-95	798
5592	0	-30	775
5540	13	205	791
5292	21	182	809
5632	20	-96	807
5596	-92	25	682
5596	1694	853	-775
5416	-1484	560	-212
5256	-1212	549	-661
5428	-229	292	1113
5416	-138	1062	815
5420	-20	534	931
5480	150	895	1216
5572	-10	-437	457
5672	-238	-417	831
5544	41	120	669
5472	95	482	913
5636	101	22	887
5464	1	-466	785
5420	-26	-79	755
5436	1	452	745
5236	13	412	844
5296	49	-136	805
5296	49	-408	827
5648	35	-57	821
5596	29	376	782
5464	-17	226	789
5660	-11	-154	766
5488	43	-140	829
5648	76	186	858
5468	42	224	833
5288	-35	-81	772
5608	-26	-163	742
5496	30	114	809
5288	74	286	830
5636	51	79	823
5584	-19	-166	775
5488	-18	-60	775
5616	11	200	806
5636	54	162	844
5468	44	-65	810
5588	22	-93	785
5592	5	143	780
5592	8	211	790
5584	20	2	797
5528	48	-140	822
5648	39	24	821
5580	12	235	795
5464	-5	141	789
5600	1	-70	775
5532	27	-60	814
5244	57	92	820
5404	43	135	824
5468	-5	26	785
5536	-14	-20	774
5260	17	73	818
5412	47	131	822
5460	48	34	840
5576	11	-67	781
5596	-12	25	774
5596	3	166	793
5592	39	120	786
5464	49	-37	827
5416	27	-54	810
5420	3	85	777
5352	1	146	795
5584	12	53	774
5584	37	-35	803
5588	40	13	812
5584	26	115	795
5464	-5	85	788
5536	-1	-13	769
5388	19	-3	817
5532	42	88	816
5584	32	93	829
5576	6	11	798
5524	0	3	770
5652	5	68	784
5524	37	93	803
5584	39	33	812
5572	15	0	789
5528	7	61	788
5524	6	109	786
5412	25	55	812
5580	45	-23	833
5416	29	8	802
5348	7	84	794
5528	11	103	794
5640	11	44	790
5580	25	1	796
5520	38	25	809
5576	20	81	818
5580	3	65	770
5528	1	36	797
5704	16	25	790
5400	34	62	823
5404	38	43	810
5580	9	11	781
5524	5	32	783
5532	3	95	776
5524	36	66	799
5404	31	19	799
5584	29	10	794
5576	13	60	794
5404	-1	79	787
5376	21	46	818
5572	28	7	821
5528	26	23	805
5576	13	81	789
5576	5	76	773
5532	15	30	782
5576	27	19	817
5580	35	49	829
5580	30	62	795
5580	8	53	776
5528	-2	37	776
5364	18	40	795
5584	34	48	808
5572	34	36	795
5584	9	31	786
5528	-1	58	771
5536	11	64	789
5584	36	35	811
5576	36	8	812
5528	21	31	810
5576	13	64	790
5580	1	63	796
5528	17	31	802
5400	24	23	805
5584	28	43	803
5576	20	57	805
5580	8	51	782
5528	7	54	796
5524	24	35	820
5580	40	48	825
5576	24	43	799
5584	12	39	792
5576	-6	50	783
5544	19	55	806
5576	29	41	815
5584	25	27	808
5576	20	28	802
5576	7	53	784
5532	11	54	782
5576	29	37	797
5584	26	33	819
5572	20	42	809
5584	7	61	785
5524	13	56	786
5576	19	31	811
5584	28	25	813
5576	23	43	789
5580	17	53	781
5580	5	45	793
5528	4	39	784
5352	35	41	813
5576	28	42	800
5580	20	39	823
5576	13	46	784
5584	1	62	769
5524	21	42	791
5584	26	35	812
5576	31	25	823
5576	21	38	781
5580	4	55	779
5528	11	53	809
5580	32	26	807
5576	37	32	804
5584	12	48	786
5576	7	60	784
5524	8	39	781
5532	32	37	787
5400	28	45	810
5584	22	33	800
5400	8	43	787
5352	13	46	801
5580	9	50	795
5528	26	48	788
5576	28	38	802
5580	15	38	793
5580	14	38	808
5580	9	55	783
5524	23	46	797
5584	27	32	820
5576	17	36	801
5576	15	47	790
5584	21	48	779
5576	17	42	798
5584	20	30	798
5576	22	40	801
5580	15	46	791
5576	11	45	801
5584	13	48	791
5576	27	38	802
5576	24	39	800
5584	26	41	820
5576	20	39	796
5584	17	53	780
5576	21	52	804
5580	13	39	795
5576	17	34	799
5404	19	42	815
5408	13	46	795
5576	14	42	809
5580	23	37	803
5576	20	28	804
5580	19	50	808
5576	20	45	797
5400	8	43	780
5352	22	40	786
5580	20	39	798
5580	27	39	796
5580	16	50	804
5576	22	43	793
5584	11	48	788
5576	21	42	810
5580	33	40	801
5576	22	42	791
5584	17	47	789
5576	14	41	805
5576	14	48	798
5408	27	40	810
5404	17	46	794
5576	8	49	796
5528	13	50	802
5576	20	44	789
5584	19	35	806
5576	24	33	800
5580	23	38	791
5576	14	46	785
5580	12	56	794
5580	23	50	796
5580	25	40	806
5580	27	40	798
5576	10	44	799
5408	27	42	792
5404	14	40	789
5576	32	42	816
5580	18	26	791
5576	18	37	790
5404	17	49	792
5412	19	39	793
5572	17	43	811
5584	27	35	815
5572	19	40	803
5584	21	43	797
5576	22	46	795
5404	16	38	785
5408	24	42	800
5576	20	33	800
5576	19	51	794
5584	19	51	815
5576	7	44	803
5528	23	33	772
5576	33	46	802
5584	25	31	791
5576	14	43	792
5584	16	39	783
5576	24	48	795
5576	20	38	799
5412	19	37	779
5400	27	47	798
5576	11	60	790
5584	13	55	788
5576	21	48	792
5408	17	38	798
5404	18	36	781
5576	29	39	808
5584	9	31	789
5524	22	40	801
5580	20	48	803
5576	25	38	799
5584	13	42	801
5576	11	40	778
5576	19	46	794
5584	21	43	814
5576	23	39	798
5580	26	38	823
5404	15	44	790
5404	8	50	794
5532	15	46	802
5572	20	30	800
5584	18	40	811
5572	12	46	810
5576	25	33	799
5584	16	58	801
5576	17	44	789
5584	29	38	809
5576	18	38	802
5580	13	44	781
5576	9	48	796
5532	20	45	817
5576	18	35	798
5576	25	34	807
5580	23	35	786
5576	15	52	787
5584	18	40	800
5576	23	44	809
5584	20	37	813
5400	13	41	792
5404	20	45	794
5580	22	54	792
5576	14	39	787
5584	22	44	801
5576	17	48	806
5400	13	41	810
5408	10	42	768
5576	22	43	809
5584	21	44	797
5576	-452	342	417
5532	402	848	-2063
5592	56	473	-541
5480	-335	139	1438
5592	54	557	531
5640	-86	59	866
5600	51	-268	828
5472	21	-46	734
5588	10	263	881
5644	55	247	727
5460	-22	-176	848
5672	60	-181	765
5472	24	119	827
5640	43	308	813
5464	-14	86	758
5420	-11	-184	790
5496	35	-30	782
5592	51	192	847
5464	36	130	803
5292	0	-63	771
5360	-27	-48	784
5608	25	135	789
5472	39	166	830
5632	58	-24	807
5596	4	-129	781
5596	7	70	779
5524	13	222	800
5468	34	94	823
5404	34	-101	789
5472	28	-58	818
5596	23	130	818
5636	10	149	798
5468	3	-12	788
5532	26	-51	789
5420	27	85	812
5580	40	146	807
5464	4	42	804
5528	-1	-64	786
5372	18	33	809
5576	35	142	819
5468	526	575	-289
5356	674	-422	-2497
5600	-328	-749	-2950
5448	-1692	162	874
5416	352	664	1143
5568	306	-31	636
5480	-53	-336	1252
5548	48	131	417
5640	-91	219	969
5480	90	285	672
5644	-6	-131	896
5604	102	-203	796
5528	19	1	812
5528	10	293	830
5636	-14	180	732
5484	-4	-116	811
5256	72	-69	817
5244	51	99	837
5404	9	140	821
5588	-38	-3	750
5556	-33	-62	769
5436	46	111	789
5296	64	160	859
5632	51	34	826
5584	17	-83	769
5592	-40	5	774
5540	17	173	770
5640	53	131	820
5460	54	-50	817
5596	27	-54	782
5592	-8	101	783
5604	5	144	788
5584	23	-1	800
5540	47	-48	807
5588	38	46	825
5576	18	160	795
5472	0	78	768
5352	-1	-41	787
5548	43	-17	802
5596	-273	103	387
5532	95	-752	-3464
5548	-1216	-103	-2328
5676	-2232	478	-1491
5492	-529	-41	801
5492	247	525	403
5336	-157	-219	1189
5612	180	-286	794
5528	99	101	855
5640	-104	498	786
5532	4	224	704
5584	0	-246	883
5600	117	-313	821
5528	108	178	898
5520	-38	283	753
5656	-44	145	719
5488	-80	-122	753
5664	117	22	822
5456	81	98	896
5584	73	32	811
5576	-70	-73	753
5616	-32	76	749
5596	27	239	801
5468	83	91	832
5404	88	-123	849
5472	-13	-132	781
5668	-35	123	743
5484	-5	256	770
5600	38	47	801
5576	88	-101	859
5652	50	-27	821
5416	11	154	768
5288	-45	116	769
5660	-4	-24	782
5548	50	-34	830
5592	84	90	846
5584	44	119	808
5460	-23	22	778
5248	-36	-27	757
5264	33	48	807
5404	79	98	842
5576	-716	-544	-361
5568	330	-27	-3716
5544	-348	1277	-760
5612	-1089	256	930
5416	-1042	-1037	374
5308	631	554	587
5516	84	-304	697
5308	176	-404	994
5528	27	-122	658
5296	-111	467	876
5540	-13	471	628
5308	-43	-68	829
5608	24	-465	792
5652	124	-106	910
5528	103	360	857
5516	-87	220	728
5660	-53	-4	752
5552	-26	-94	746
5616	148	98	892
5456	79	43	834
5584	33	-54	810
5588	-75	-18	741
5616	-27	211	742
5480	50	241	844
5644	84	-54	830
5588	72	-185	861
5472	-19	-33	768
5264	-24	248	772
5312	-18	210	779
5652	45	-28	791
5420	58	-118	844
5304	66	43	832
5576	-1	144	784
5600	-60	51	776
5596	5	-19	775
5536	66	31	848
5580	80	120	837
5636	27	75	804
5584	-30	-28	765
5436	-25	6	784
5364	29	88	801
5584	20	1637	568
5516	-717	1116	-699
5612	-465	-1370	-2459
5500	-1927	-240	-1663
5676	-337	811	1710
5592	49	309	96
5584	-213	-463	1374
5432	199	-257	584
5356	-98	205	909
5480	-80	416	710
5660	-9	174	725
5592	-47	-266	856
5496	117	-257	803
5532	115	192	931
5340	5	244	756
5592	-23	105	766
5480	-36	-8	733
5380	7	-18	797
5540	144	137	896
5512	106	19	810
5636	-55	-128	786
5492	-26	112	716
5660	-29	242	781
5484	90	157	833
5636	49	-155	824
5476	42	-149	827
5300	-27	119	774
5660	-31	242	783
5484	14	119	780
5636	53	-82	807
5596	69	-42	835
5588	53	118	808
5472	-26	95	789
5592	-32	10	756
5600	13	-12	794
5592	85	116	856
5464	68	86	827
5408	21	-3	811
5532	-32	-22	756
5616	-28	68	783
5420	50	122	812
5288	73	26	841
5576	48	-48	819
5596	6	37	779
5524	-20	129	769
5316	10	87	773
5576	42	-25	806
5588	53	-46	830
5596	43	75	808
5580	-1	152	800
5604	-17	71	767
5420	5	-19	792
5360	52	-4	819
5540	61	63	856
5576	26	83	798
5584	-11	54	775
5596	-11	48	775
5600	35	62	807
5576	65	31	825
5576	46	-7	820
5540	9	12	787
5524	-1	113	783
5608	7	115	798
5584	42	21	819
5580	50	-45	829
5592	25	18	811
5580	12	102	786
5464	-10	85	780
5592	16	32	798
5584	33	4	818
